region,geo
1,3280
1,3281
1,3282
1,3283
1,3284
1,3285
1,3286
1,3287
1,3288
1,3289
1,3290
1,3291
1,3292
1,3293
1,3294
1,3295
1,3296
1,3297
1,3298
1,3299
1,3300
1,3301
1,3302
1,3303
1,3304
1,3305
1,3306
1,3307
1,3308
1,3309
1,3310
1,3311
1,3312
1,3313
1,3314
1,3315
1,3316
1,3317
1,3318
1,3319
1,3320
1,3321
1,3322
1,3323
1,3324
1,3325
1,3326
1,3327
1,3328
1,3329
1,3330
1,3331
1,3332
1,3333
1,3334
1,3335
1,3336
1,3337
1,3338
1,3339
1,3340
1,3341
1,3342
1,3343
1,3344
1,3345
1,3346
1,3347
1,3348
1,3349
1,3350
1,3351
1,3352
1,3353
1,3354
1,3355
1,3356
1,3357
1,3358
1,3359
1,3360
1,3361
1,3362
1,3363
1,3364
1,3365
1,3366
1,3367
1,3368
1,3369
1,3370
1,3371
1,3372
1,3373
1,3374
1,3375
1,3376
1,3377
1,3378
1,3379
1,3380
1,3381
1,3382
1,3383
1,3384
1,3385
1,3386
1,3387
1,3388
1,3389
1,3390
1,3391
1,3392
1,3393
1,3394
1,3395
1,3396
1,3397
1,3398
1,3399
1,3400
1,3401
1,3402
1,3403
1,3404
1,3405
1,3406
1,3407
1,3408
1,3409
1,3410
1,3411
1,3412
1,3413
1,3414
1,3415
1,3416
1,3417
1,3418
1,3419
1,3420
1,3421
1,3422
1,3423
1,3424
1,3425
1,3426
1,3427
1,3428
1,3429
1,3430
1,3431
1,3432
1,3433
1,3434
1,3435
1,3436
1,3437
1,3438
1,3439
1,3440
1,3441
1,3442
1,3443
1,3444
1,3445
1,3446
1,3447
1,3448
1,3449
1,3450
1,3451
1,3452
1,3453
1,3454
1,3455
1,3456
1,3457
1,3458
1,3459
1,3460
1,3461
1,3462
1,3463
1,3464
1,3465
1,3466
1,3467
2,3468
2,3469
2,3470
2,3471
2,3472
2,3473
2,3474
2,3475
2,3476
2,3477
2,3478
2,3479
2,3480
2,3481
2,3482
2,3483
2,3484
2,3485
2,3486
2,3487
2,3488
2,3489
2,3490
2,3491
2,3492
2,3493
2,3494
2,3495
2,3496
2,3497
2,3498
2,3499
2,3500
2,3501
2,3502
2,3503
2,3504
2,3505
2,3506
2,3507
2,3508
2,3509
2,3510
2,3511
2,3512
2,3513
2,3514
2,3515
2,3516
2,3517
2,3518
2,3519
2,3520
2,3521
2,3522
2,3523
2,3524
2,3525
2,3526
2,3527
2,3528
2,3529
2,3530
2,3531
2,3532
2,3533
2,3534
2,3535
2,3536
2,3537
2,3538
2,3539
2,3540
2,3541
2,3542
2,3543
2,3544
2,3545
2,3546
2,3547
2,3548
2,3549
2,3550
2,3551
2,3552
2,3553
2,3554
2,3555
2,3556
2,3557
2,3558
2,3559
2,3560
2,3561
2,3562
2,3563
2,3564
2,3565
2,3566
2,3567
2,3568
3,3569
3,3570
3,3571
3,3572
3,3573
3,3574
3,3575
3,3576
3,3577
3,3578
3,3579
3,3580
3,3581
3,3582
3,3583
3,3584
3,3585
3,3586
3,3587
3,3588
3,3589
3,3590
3,3591
3,3592
3,3593
3,3594
3,3595
3,3596
3,3597
3,3598
3,3599
3,3600
3,3601
3,3602
3,3603
3,3604
3,3605
3,3606
3,3607
3,3608
3,3609
3,3610
3,3611
3,3612
3,3613
3,3614
3,3615
3,3616
3,3617
3,3618
3,3619
3,3620
3,3621
3,3622
3,3623
3,3624
3,3625
3,3626
3,3627
3,3628
3,3629
3,3630
3,3631
3,3632
3,3633
3,3634
3,3635
3,3636
3,3637
3,3638
3,3639
3,3640
3,3641
3,3642
3,3643
3,3644
3,3645
3,3646
3,3647
3,3648
3,3649
3,3650
3,3651
3,3652
3,3653
3,3654
3,3655
3,3656
3,3657
3,3658
3,3659
3,3660
3,3661
3,3662
3,3663
3,3664
3,3665
3,3666
3,3667
3,3668
3,3669
3,3670
3,3671
3,3672
3,3673
3,3674
3,3675
3,3676
3,3677
3,3678
3,3679
3,3680
3,3681
3,3682
3,3683
3,3684
3,3685
3,3686
3,3687
3,3688
3,3689
3,3690
3,3691
3,3692
3,3693
3,3694
3,3695
3,3696
3,3697
3,3698
3,3699
3,3700
3,3701
3,3702
3,3703
3,3704
3,3705
3,3706
3,3707
3,3708
3,3709
3,3710
3,3711
3,3712
3,3713
3,3714
3,3715
3,3716
3,3717
3,3718
3,3719
3,3720
3,3721
3,3722
3,3723
3,3724
3,3725
3,3726
3,3727
3,3728
3,3729
3,3730
3,3731
3,3732
3,3734
3,3736
3,3737
3,3738
3,3739
3,3740
3,3741
3,3742
3,3743
3,3744
3,3746
3,3747
3,3748
3,3749
3,3752
3,3753
4,3755
4,3756
4,3757
4,3758
4,3759
4,3760
4,3761
4,3762
4,3763
4,3764
4,3765
4,3766
4,3767
4,3768
4,3769
4,3770
4,3771
4,3772
4,3773
4,3774
4,3775
4,3776
4,3777
4,3778
4,3779
4,3780
4,3781
4,3782
4,3783
4,3784
4,3785
4,3786
4,3787
4,3788
4,3789
4,3790
4,3791
4,3792
4,3793
4,3794
4,3795
4,3796
4,3797
4,3798
4,3799
4,3800
4,3801
4,3802
4,3803
4,3804
4,3805
4,3806
4,3807
4,3808
4,3809
4,3810
4,3811
4,3812
4,3813
4,3814
4,3815
4,3816
4,3817
4,3818
4,3819
4,3820
4,3821
4,3822
4,3823
4,3824
4,3825
4,3826
4,3827
4,3828
4,3829
4,3830
4,3831
4,3832
4,3833
4,3834
4,3835
4,3836
4,3837
4,3838
4,3839
4,3840
4,3841
4,3842
4,3843
4,3844
4,3845
4,3846
4,3847
4,3848
4,3849
4,3850
4,3851
4,3852
4,3853
4,3854
4,3855
4,3856
4,3857
4,3858
4,3859
4,3860
4,3861
4,3862
4,3863
4,3864
4,3865
4,3866
4,3867
4,3868
4,3869
4,3870
4,3871
4,3872
4,3873
4,3874
4,3875
4,3876
4,3877
4,3878
4,3879
4,3880
4,3881
4,3882
4,3883
4,3884
4,3885
4,3886
4,3887
4,3888
4,3889
4,3890
4,3891
4,3892
4,3893
4,3894
4,3895
4,3896
4,3897
4,3898
4,3899
4,3900
4,3901
4,3902
4,3903
4,3904
4,3905
4,3906
4,3907
4,3908
4,3909
4,3910
4,3911
4,3912
4,3913
4,3914
4,3915
4,3916
4,3917
4,3918
4,3919
4,3920
4,3921
4,3922
4,3923
4,3924
4,3926
4,3927
4,3929
4,3930
4,3931
4,3932
4,3933
4,3934
4,3935
4,3936
4,3937
4,3938
4,3939
4,3940
4,3941
4,3942
4,3943
4,3944
4,3945
4,3946
4,3947
4,3948
4,3949
4,3950
4,3951
4,3952
4,3953
4,3954
4,3955
4,3956
4,3957
4,3958
4,3959
4,3960
4,3961
4,3962
4,3963
4,3964
4,3966
4,3967
4,3968
4,3969
4,3970
4,3971
4,3972
4,3973
4,3974
4,3975
4,3977
4,3978
4,3979
4,3980
4,3981
4,3982
4,3983
5,3984
5,3985
5,3987
5,3988
5,3989
5,3990
5,3991
5,3992
5,3993
5,3994
5,3995
5,3996
5,3997
5,3998
5,3999
5,4000
5,4001
5,4002
5,4003
5,4004
5,4005
5,4006
5,4007
5,4008
5,4009
5,4010
5,4011
5,4012
5,4013
5,4014
5,4015
5,4016
5,4017
5,4018
5,4019
5,4020
5,4021
5,4022
5,4023
5,4024
5,4025
5,4026
5,4027
5,4028
5,4030
5,4031
5,4032
5,4033
5,4034
5,4035
5,4036
5,4037
5,4038
5,4039
5,4040
5,4041
5,4042
5,4043
5,4044
5,4045
5,4046
5,4047
5,4048
5,4049
5,4050
5,4051
5,4052
5,4053
5,4054
5,4055
5,4056
5,4057
5,4058
5,4059
5,4060
5,4061
5,4062
5,4063
5,4064
5,4065
5,4066
5,4067
5,4068
5,4069
5,4070
5,4071
5,4072
5,4073
5,4074
5,4075
5,4076
5,4077
5,4078
5,4079
