region,geo
2,5069027
2,5069048
2,5069055
2,5069015
2,5069007
2,5069012
2,5069002
2,5069005
2,5069009
2,5069006
2,5069003
2,5069024
2,5069018
2,5069029
2,5069025
2,5069020
2,5069013
2,5069010
2,5069004
2,5069016
2,5069022
2,5069026
2,5069023
2,5069014
2,5069011
2,5069030
2,5069019
2,5069032
2,5069035
2,5069031
2,5069054
2,5069051
2,5069040
2,5069052
2,5069053
2,5069050
2,5069049
2,5069046
2,5069045
2,5069043
2,5069047
2,5069044
2,5069037
2,5069036
2,5069039
2,5069042
2,5069038
2,5069033
2,5069041
2,5069008
2,5069017
2,5069021
2,5069028
2,5069034
2,930000009
2,914001015
2,5069001
2,1060003
2,1060004
2,1060005
2,1060006
2,1060007
2,1060009
2,1060010
2,1060001
2,1060008
2,1060002
2,914001010
2,914001008
2,1038003
2,1038005
2,1038009
2,1038013
2,1038010
2,1038008
2,1038011
2,1038016
2,1038014
2,1038019
2,1038020
2,1038024
2,1038028
2,1038027
2,1038006
2,1038001
2,1038015
2,1038002
2,1038029
2,1038018
2,1038022
2,1038021
2,1038017
2,1038012
2,1038004
2,1038007
2,1038025
2,1038023
2,1038026
2,930000004
2,911201001
2,913001008
2,913001004
2,912001005
2,2053039
2,2053034
2,2053032
2,2053037
2,2053035
2,2053031
2,2053028
2,2053026
2,2053022
2,2053015
2,2053008
2,2053010
2,2053009
2,2053012
2,2053016
2,2053019
2,2053014
2,2053021
2,2053025
2,2053020
2,2053027
2,2053033
2,2053029
2,2053036
2,2053042
2,2053048
2,2053041
2,2053053
2,2053056
2,2053057
2,2053013
2,2053007
2,2053030
2,2053003
2,2053046
2,2053052
2,2053055
2,2053044
2,2053050
2,2053040
2,2053047
2,2053045
2,2053049
2,2053054
2,2053051
2,2053058
2,2053018
2,2053023
2,2053004
2,2053006
2,2053024
2,2053043
2,2053002
2,2053001
2,2053005
2,2053011
2,2053017
2,2053038
2,913002205
2,913002204
2,913002203
2,920000004
2,930000010
2,1065002
2,1065003
2,1065001
2,1065005
2,1065004
2,1065006
2,1065008
2,1065007
2,911002205
2,1004004
2,1004011
2,1004014
2,1004013
2,1004009
2,1004007
2,1004012
2,1004015
2,1004016
2,1004017
2,1004018
2,1004003
2,1004002
2,1004008
2,1004010
2,1004005
2,1004001
2,1004006
2,920000007
1,2083006
1,2083004
1,2083002
1,2083005
1,2083003
1,2083001
1,6075019
1,6075002
1,6075012
1,6075005
1,6075018
1,6075013
1,6075014
1,6075017
1,6075007
1,6075011
1,6075003
1,6075008
1,6075006
1,6075001
1,6075010
1,6075009
1,6075015
1,6075004
1,6075016
2,1035004
2,1035007
2,1035006
2,1035002
2,1035001
2,1035003
2,1035005
2,1035010
2,1035009
2,1035008
2,913002106
2,1034022
2,1034020
2,1034017
2,1034015
2,1034007
2,1034014
2,1034011
2,1034005
2,1034003
2,1034008
2,1034002
2,1034004
2,1034001
2,1034012
2,1034009
2,1034006
2,1034010
2,1034013
2,1034018
2,1034021
2,1034023
2,1034019
2,1034016
2,5070031
2,5070018
2,5070041
2,5070040
2,5070043
2,5070027
2,5070030
2,5070024
2,5070019
2,5070022
2,5070029
2,5070033
2,5070034
2,5070036
2,5070016
2,5070014
2,5070012
2,5070049
2,5070047
2,5070050
2,5070052
2,5070051
2,5070010
2,5070008
2,5070007
2,5070006
2,5070001
2,5070003
2,5070002
2,5070011
2,5070005
2,5070042
2,5070044
2,5070032
2,5070023
2,5070020
2,5070037
2,5070048
2,5070039
2,5070045
2,5070038
2,5070021
2,5070013
2,5070004
2,5070015
2,5070009
2,5070025
2,5070028
2,5070035
2,5070026
2,920000013
2,5070017
2,5070046
2,1041008
2,1041007
2,1041005
2,1041003
2,1041002
2,1041006
2,1041004
2,1041001
2,3092010
2,3092012
2,3092007
2,3092009
2,3092005
2,3092002
2,3092003
2,3093004
2,3092018
2,3092024
2,3092026
2,3092022
2,3092016
2,3093006
2,3092017
2,3092011
2,3092015
2,3092030
2,3092001
2,3093008
2,3092006
2,3093009
2,3092013
2,3092008
2,3092029
2,3092027
2,3092025
2,3092021
2,3092023
2,3092019
2,3092020
2,3092014
2,3092028
2,3092004
2,914002203
2,914002202
2,914002204
2,914002201
2,914002205
2,2054014
2,2054020
2,2054015
2,2054007
2,2054009
2,2054012
2,2054006
2,2054010
2,2054016
2,2054017
2,2054024
2,2054027
2,2054033
2,2054031
2,2054036
2,2054039
2,2054021
2,2054026
2,2054035
2,2054038
2,2054023
2,2054018
2,2054008
2,2054011
2,2054003
2,2054001
2,2054037
2,2054040
2,2054004
2,2054005
2,2054034
2,2054022
2,2054030
2,2054025
2,2054013
2,2054019
2,2054032
2,2054029
2,2054028
2,2054002
2,912001003
2,912001001
2,1012019
2,1012034
2,1012031
2,1012033
2,1012023
2,1012025
2,1012027
2,1012030
2,1012032
2,1013001
2,1013003
2,1013006
2,1013002
2,1013004
2,1013008
2,1013007
2,1013013
2,1013010
2,1013017
2,1013016
2,1013015
2,1013011
2,1013014
2,1013012
2,1013005
2,1013009
2,1042013
2,1042012
2,1042010
2,1042005
2,1042006
2,1042007
2,1042004
2,1042002
2,1042001
2,1042003
2,1042009
2,1042011
2,1042008
2,3090046
2,3090037
2,3090039
2,3090036
2,3090035
2,3090028
2,3090021
2,3090026
2,3090027
2,3090029
2,3090034
2,3090055
2,3090056
2,3090054
2,3090053
2,3090050
2,3090040
2,3090014
2,3090031
2,3090006
2,3090017
2,3090030
2,3090022
2,3090020
2,3090018
2,3090016
2,3090051
2,3090041
2,3090047
2,3090052
2,3090049
2,3090042
2,3090033
2,3090025
2,3090023
2,3090024
2,3090019
2,3090015
2,3090011
2,3090010
2,3090012
2,3090009
2,3090007
2,3090005
2,3090008
2,3090004
2,3090001
2,3090003
2,3090002
2,3090013
2,3090032
2,3090038
2,3090043
2,3090045
2,3090048
2,3090044
2,914002104
2,914002101
